SalesID,Date,ProductID,DistributorID,Region,UnitsSold,InvoiceAmount,DiscountPercent,TaxPercent,PaymentMethod
S007268,2024-01-04,P03240,D00741,South,141,376.47,13.55,12.56,Credit
S007269,2024-01-17,P02719,D03537,East,229,2031.23,10.71,8.45,Credit
S007270,2024-06-29,P05710,D04096,Central,318,2960.58,2.37,6.25,Online
S007271,2024-04-14,P05903,D05832,East,33,17.82,12.18,13.79,Credit
S007272,2024-12-02,P05667,D07582,Central,118,413.0,6.46,17.8,Cash
S007273,2024-02-16,P09724,D05790,West,123,1402.2,9.78,9.24,Online
S007274,2024-09-09,P04981,D01552,North,374,4753.54,1.45,6.45,Credit
S007275,2024-11-18,P04848,D09400,South,350,3419.5,14.85,16.75,Cash
S007276,2024-03-02,P08301,D04151,North,334,3346.68,6.3,11.8,Online
S007277,2024-06-18,P08701,D05859,South,341,2840.53,5.68,14.98,Credit
S007278,2024-10-20,P04923,D07988,East,396,4213.44,6.62,14.44,Online
S007279,2024-06-18,P06540,D00941,West,314,2113.22,12.34,16.25,Credit
S007280,2024-04-17,P06978,D00555,West,321,2513.43,14.59,15.72,Cheque
S007281,2024-11-30,P06762,D00839,West,429,403.26,4.92,10.38,Cash
S007282,2024-10-23,P07296,D06449,North,269,290.52,6.34,6.04,Cash
S007283,2024-01-06,P00966,D09641,East,5,13.7,0.7,11.72,Cheque
S007284,2024-12-22,P08703,D05720,South,134,463.64,5.35,17.28,Cash
S007285,2024-09-21,P02701,D07608,South,350,1018.5,14.34,13.69,Online
S007286,2024-04-30,P00195,D02508,South,50,220.5,3.58,11.2,Credit
S007287,2024-01-04,P05370,D05620,North,233,647.74,9.6,12.82,Cash
S007288,2024-04-27,P08560,D02578,North,248,699.36,7.21,12.09,Online
S007289,2024-07-20,P04995,D04239,North,77,398.09,10.03,13.16,Credit
S007290,2024-11-09,P06275,D02856,West,386,3234.68,9.74,17.32,Cash
S007291,2024-07-02,P06947,D07085,East,42,193.2,2.66,17.84,Credit
S007292,2024-02-06,P07315,D07549,Central,45,544.95,1.47,11.31,Online
S007293,2024-08-15,P05806,D07687,West,407,480.26,5.7,10.79,Cash
S007294,2024-02-14,P02091,D09286,West,428,1634.96,4.29,7.1,Cheque
S007295,2024-09-18,P00012,D05005,East,249,1623.48,9.83,5.16,Cash
S007296,2024-12-16,P07207,D07499,East,198,2370.06,2.09,8.16,Cheque
S007297,2024-06-19,P02368,D03909,South,320,2508.8,2.64,17.49,Credit
S007298,2024-02-05,P08165,D01644,East,400,3936.0,12.13,8.28,Online
S007299,2024-08-31,P02260,D03927,East,256,2437.12,14.86,15.82,Credit
S007300,2024-05-11,P09741,D09051,South,365,3675.55,5.97,8.06,Credit
S007301,2024-10-04,P04518,D02717,South,366,739.32,8.48,12.95,Online
S007302,2024-07-05,P03371,D01935,North,317,3299.97,9.48,17.64,Cheque
S007303,2024-09-18,P03488,D04268,South,19,159.79,11.8,9.51,Credit
S007304,2024-12-25,P03882,D06768,East,45,414.9,6.85,15.01,Online
S007305,2024-07-18,P02077,D09828,West,127,523.24,13.89,16.41,Cheque
S007306,2024-10-30,P04343,D09416,Central,176,855.36,10.23,14.69,Cheque
S007307,2024-01-23,P00985,D02487,East,83,562.74,2.23,16.31,Online
S007308,2024-05-05,P09334,D08756,East,368,1192.32,4.0,9.14,Cash
S007309,2024-10-09,P03180,D09854,North,195,1801.8,4.87,7.89,Credit
S007310,2024-03-26,P05276,D09058,South,459,5104.08,10.85,10.51,Cash
S007311,2024-11-13,P08610,D07804,Central,113,336.74,3.86,10.1,Credit
S007312,2024-07-25,P07992,D00528,Central,200,1178.0,12.65,6.94,Credit
S007313,2024-03-24,P06263,D03924,Central,404,4872.24,2.18,15.74,Credit
S007314,2024-04-01,P00332,D09504,Central,177,102.66,2.67,12.06,Cheque
S007315,2024-05-26,P04429,D05737,Central,378,2835.0,10.87,8.99,Credit
S007316,2024-05-16,P06705,D04727,South,69,340.86,9.02,6.09,Online
S007317,2024-10-05,P04489,D05603,West,466,4990.86,11.54,9.99,Cash
S007318,2024-01-22,P06555,D07380,North,220,2241.8,14.35,9.46,Cash
S007319,2024-02-23,P00926,D04677,South,334,1212.42,11.31,11.91,Credit
S007320,2024-05-15,P02788,D07408,East,177,288.51,13.44,15.39,Credit
S007321,2024-07-11,P00313,D03179,South,69,176.64,9.52,15.64,Online
S007322,2024-10-30,P07354,D08828,Central,436,2149.48,11.7,5.83,Online
S007323,2024-03-07,P06286,D07101,North,231,637.56,9.66,13.99,Credit
S007324,2024-08-10,P08743,D07233,South,40,464.0,1.96,14.19,Online
S007325,2024-07-10,P07299,D04247,East,114,975.84,2.26,10.73,Cash
S007326,2024-05-31,P08844,D07343,North,171,820.8,10.42,9.34,Cheque
S007327,2024-03-24,P08611,D02509,Central,129,634.68,14.04,5.29,Online
S007328,2024-02-12,P04684,D08994,South,132,298.32,5.61,13.41,Credit
S007329,2024-05-19,P02847,D05252,Central,316,1690.6,8.63,5.57,Cash
S007330,2024-03-04,P09661,D08793,North,406,3515.96,7.66,12.64,Cheque
S007331,2024-01-30,P01991,D04571,North,182,1672.58,14.1,8.77,Cash
S007332,2024-01-20,P01256,D04301,East,118,62.54,10.29,17.7,Cash
S007333,2024-04-07,P08042,D02584,East,351,2277.99,3.89,17.55,Cash
S007334,2024-05-23,P08883,D05386,East,342,3307.14,9.08,14.17,Cash
S007335,2024-08-10,P04990,D08008,Central,221,2028.78,7.75,17.94,Cash
S007336,2024-12-22,P04770,D01623,North,135,1503.9,12.85,8.24,Cheque
S007337,2024-04-17,P07679,D06239,Central,211,2346.32,5.33,10.29,Online
S007338,2024-03-06,P03951,D02162,West,224,1960.0,14.96,13.81,Cash
S007339,2024-04-28,P07412,D09177,East,218,2134.22,8.55,8.97,Cash
S007340,2024-03-22,P06342,D00562,East,319,3681.26,3.29,14.68,Online
S007341,2024-10-16,P03449,D00934,Central,198,384.12,10.31,12.35,Cheque
S007342,2024-08-10,P05453,D01524,Central,100,1146.0,12.87,11.29,Credit
S007343,2024-10-20,P02839,D05180,Central,198,1360.26,2.66,14.57,Cheque
S007344,2024-12-20,P04402,D07427,North,57,145.92,11.66,8.38,Credit
S007345,2024-09-10,P00489,D04714,North,446,4036.3,7.12,10.9,Cheque
S007346,2024-02-04,P07337,D06041,North,87,60.03,3.01,15.37,Credit
S007347,2024-11-06,P03518,D01117,South,412,3988.16,5.22,14.79,Cheque
S007348,2024-08-28,P06037,D08126,West,111,1092.24,13.23,16.0,Cheque
S007349,2024-03-08,P06165,D03755,West,385,693.0,0.1,15.95,Credit
S007350,2024-03-16,P02125,D02628,South,218,1371.22,9.55,13.04,Online
S007351,2024-02-25,P04664,D01514,Central,305,826.55,7.26,8.51,Cheque
S007352,2024-03-03,P06677,D08769,West,264,1512.72,13.11,10.28,Cheque
S007353,2024-12-11,P00350,D05658,East,57,731.88,11.83,16.5,Cash
S007354,2024-09-15,P02323,D04246,West,345,2094.15,8.89,5.42,Credit
S007355,2024-05-03,P06927,D08300,East,364,1550.64,4.93,15.43,Online
S007356,2024-09-22,P03242,D04862,South,140,691.6,12.86,8.55,Cash
S007357,2024-03-25,P07756,D03374,Central,159,1723.56,2.6,8.67,Cash
S007358,2024-04-22,P07893,D03574,West,184,1424.16,4.62,15.43,Cheque
S007359,2024-11-19,P05468,D02757,East,400,272.0,13.23,17.13,Cheque
S007360,2024-02-28,P02342,D00457,West,80,93.6,0.17,10.38,Cash
S007361,2024-05-19,P01507,D08113,South,224,1529.92,2.58,5.7,Credit
S007362,2024-08-08,P06194,D07200,North,24,242.4,8.05,8.01,Cash
S007363,2024-08-30,P09631,D07499,North,29,62.64,11.94,15.21,Credit
S007364,2024-03-27,P03824,D00500,South,128,616.96,3.13,16.7,Credit
S007365,2024-12-11,P08416,D00124,South,137,1674.14,4.72,8.19,Online
S007366,2024-12-17,P01165,D06856,East,269,2800.29,8.48,15.11,Cheque
S007367,2024-04-07,P04299,D09885,North,385,2333.1,12.25,9.07,Cheque
S007368,2024-01-20,P02335,D02183,Central,218,1940.2,11.92,9.43,Credit
S007369,2024-04-12,P07649,D03608,East,69,539.58,2.89,7.16,Online
S007370,2024-04-05,P01199,D07222,West,162,1127.52,4.44,13.92,Cheque
S007371,2024-06-03,P01069,D03433,South,89,930.05,3.54,14.32,Credit
S007372,2024-02-24,P04917,D08398,East,317,1721.31,0.29,12.84,Cheque
S007373,2024-06-01,P06868,D00310,West,406,1388.52,2.1,13.97,Cash
S007374,2024-07-16,P08601,D02689,East,449,3506.69,6.22,6.64,Online
S007375,2024-01-25,P05401,D08713,South,446,1065.94,6.36,7.43,Cheque
S007376,2024-11-03,P06123,D00076,West,170,1518.1,13.87,5.54,Cheque
S007377,2024-02-15,P01857,D05513,West,225,652.5,2.87,6.95,Credit
S007378,2024-06-24,P03523,D08031,East,40,475.6,13.89,12.91,Online
S007379,2024-08-27,P03567,D05901,North,96,78.72,8.76,11.34,Cheque
S007380,2024-01-19,P04548,D03549,Central,190,1109.6,2.73,8.88,Cash
S007381,2024-12-15,P05935,D02601,Central,177,1826.64,5.1,12.24,Credit
S007382,2024-07-17,P01222,D05483,Central,74,669.7,6.02,16.67,Cash
S007383,2024-09-16,P02322,D01334,West,150,840.0,11.48,5.45,Credit
S007384,2024-01-09,P03152,D04770,West,421,5014.11,2.18,7.46,Online
S007385,2024-04-18,P07244,D05153,East,409,985.69,6.6,16.98,Online
S007386,2024-04-21,P08673,D03824,East,438,1147.56,3.74,9.5,Online
S007387,2024-12-09,P04365,D04022,Central,417,2306.01,7.48,12.93,Cash
S007388,2024-08-03,P08474,D06678,Central,251,3225.35,8.11,6.19,Cheque
S007389,2024-02-09,P08725,D04505,West,411,957.63,7.3,5.87,Online
S007390,2024-02-19,P06474,D03815,West,411,3148.26,8.34,15.42,Cheque
S007391,2024-07-10,P09760,D03787,East,148,1915.12,11.11,9.69,Cheque
S007392,2024-04-04,P09483,D00960,Central,451,1380.06,7.93,7.26,Online
S007393,2024-04-09,P04847,D07038,West,70,137.2,14.99,15.61,Cheque
S007394,2024-08-28,P06021,D00428,East,183,1259.04,4.5,10.17,Cheque
S007395,2024-04-19,P09894,D02803,South,475,5747.5,5.93,11.09,Cash
S007396,2024-08-13,P08168,D01539,Central,106,1000.64,3.21,6.05,Cash
S007397,2024-10-15,P08199,D07342,South,74,890.96,0.95,16.05,Online
S007398,2024-03-05,P00706,D00539,North,406,1875.72,14.3,10.99,Online
S007399,2024-10-23,P08771,D06646,Central,323,3071.73,5.41,11.31,Cheque
S007400,2024-08-20,P00583,D06818,South,480,3772.8,1.45,9.99,Credit
S007401,2024-08-28,P08699,D00279,Central,214,1883.2,12.16,8.51,Credit
S007402,2024-05-14,P03750,D01336,North,38,53.96,3.47,14.3,Cash
S007403,2024-12-05,P00011,D09216,West,8,28.48,4.27,9.85,Online
S007404,2024-07-13,P09757,D08380,East,418,4012.8,4.01,7.75,Credit
S007405,2024-01-08,P09209,D03807,South,102,1094.46,1.21,12.22,Cash
S007406,2024-10-27,P01149,D07062,Central,401,252.63,0.12,7.24,Cash
S007407,2024-11-05,P09578,D01092,North,166,1583.64,13.6,12.83,Cash
S007408,2024-10-11,P02192,D00743,South,240,564.0,14.44,12.53,Cheque
S007409,2024-02-06,P02818,D03252,South,260,673.4,7.49,9.58,Cheque
S007410,2024-03-08,P01264,D02907,West,249,2559.72,8.51,9.49,Cheque
S007411,2024-04-04,P02309,D09886,Central,408,322.32,5.35,8.68,Cheque
S007412,2024-02-17,P07942,D09284,West,273,374.01,3.97,6.11,Online
S007413,2024-06-26,P02285,D09323,West,173,1269.82,11.41,14.48,Online
S007414,2024-02-22,P05496,D04771,North,162,1018.98,12.45,10.5,Online
S007415,2024-11-14,P07808,D09895,West,64,380.8,5.21,11.17,Cheque
S007416,2024-10-06,P00687,D06200,East,22,141.02,2.63,5.66,Online
S007417,2024-04-18,P02630,D05867,West,452,226.0,3.24,9.09,Cash
S007418,2024-07-15,P01277,D08497,South,7,31.85,0.92,16.47,Online
S007419,2024-11-17,P03533,D01725,North,470,1518.1,5.28,17.02,Online
S007420,2024-03-13,P02084,D09602,South,105,1171.8,0.29,9.79,Cash
S007421,2024-07-21,P01151,D01780,North,152,1048.8,3.25,12.71,Online
S007422,2024-04-02,P03241,D04978,East,338,2768.22,13.55,10.51,Online
S007423,2024-11-06,P08714,D09829,West,232,1862.96,7.84,10.28,Cash
S007424,2024-05-06,P07666,D06528,West,119,1092.42,9.52,12.6,Cash
S007425,2024-10-14,P03701,D04381,South,344,890.96,9.3,8.11,Cash
S007426,2024-10-05,P01019,D09640,West,413,3890.46,4.59,12.84,Cash
S007427,2024-09-08,P03238,D05906,Central,26,171.6,3.85,7.87,Credit
S007428,2024-06-20,P09434,D06571,East,79,368.93,10.21,13.1,Cheque
S007429,2024-07-09,P06612,D09075,North,332,2380.44,7.39,6.14,Cheque
S007430,2024-10-14,P04306,D07103,South,468,5105.88,8.38,16.82,Online
S007431,2024-03-16,P05372,D03213,West,333,432.9,8.56,17.47,Cash
S007432,2024-05-10,P03353,D07471,South,26,93.34,11.37,5.25,Cheque
S007433,2024-12-09,P03810,D05765,North,12,38.88,0.96,13.67,Credit
S007434,2024-09-05,P07175,D02323,Central,432,2363.04,11.45,8.19,Credit
S007435,2024-09-17,P09303,D02475,West,299,3851.12,1.0,10.31,Credit
S007436,2024-09-18,P03196,D01477,South,147,1114.26,13.43,5.38,Cheque
S007437,2024-05-31,P02142,D09641,North,62,332.32,3.87,16.24,Online
S007438,2024-05-18,P06620,D02922,Central,203,897.26,5.61,10.31,Cheque
S007439,2024-01-27,P04486,D07788,North,127,1148.08,6.64,9.57,Cash
S007440,2024-08-23,P04850,D00064,North,100,409.0,13.93,7.28,Online
S007441,2024-04-18,P02189,D05757,East,281,1079.04,11.5,10.39,Cheque
S007442,2024-06-26,P00411,D05000,West,64,138.24,0.89,13.59,Credit
S007443,2024-12-24,P00201,D07760,East,456,4172.4,12.37,11.17,Cash
S007444,2024-05-23,P08644,D06864,Central,477,1607.49,7.39,5.39,Cheque
S007445,2024-12-24,P07637,D03012,East,164,493.64,3.2,5.71,Cash
S007446,2024-08-12,P00502,D06681,West,104,656.24,5.99,17.2,Credit
S007447,2024-07-07,P08233,D05994,Central,321,1804.02,3.29,13.3,Cash
S007448,2024-10-28,P05318,D00750,Central,375,1758.75,7.84,15.63,Cheque
S007449,2024-10-23,P04567,D08223,Central,320,1068.8,2.58,11.69,Online
S007450,2024-09-04,P01587,D04589,Central,401,4755.86,10.33,7.13,Cash
S007451,2024-01-29,P00371,D09958,North,499,5389.2,7.14,14.05,Online
S007452,2024-02-01,P03896,D01093,North,417,4378.5,0.96,12.33,Cheque
S007453,2024-07-07,P02782,D02896,South,405,4199.85,14.17,12.61,Cheque
S007454,2024-03-07,P02295,D00867,Central,378,4078.62,11.25,13.96,Online
S007455,2024-10-27,P03406,D02678,North,247,417.43,3.01,7.45,Credit
S007456,2024-08-04,P04312,D02015,Central,267,1572.63,5.23,6.02,Credit
S007457,2024-07-15,P04798,D00840,West,399,2577.54,0.52,14.62,Cash
S007458,2024-06-01,P03452,D07212,North,19,211.66,3.29,7.05,Cash
S007459,2024-04-15,P02225,D07399,North,249,1847.58,1.89,10.76,Credit
S007460,2024-02-20,P06034,D05383,South,462,5137.44,9.08,17.27,Cheque
S007461,2024-05-06,P06670,D05493,North,498,1170.3,14.75,9.2,Online
S007462,2024-11-12,P08224,D00246,Central,61,468.48,13.49,12.52,Credit
S007463,2024-12-14,P04615,D06447,East,484,2095.72,2.19,17.86,Cheque
S007464,2024-12-05,P07003,D09826,Central,62,559.24,3.83,8.8,Cash
S007465,2024-09-09,P00123,D01122,South,330,2960.1,5.3,15.75,Cash
S007466,2024-01-17,P02901,D07479,West,153,1762.56,13.8,15.09,Cheque
S007467,2024-01-17,P09374,D00309,South,117,511.29,13.31,6.66,Cheque
S007468,2024-07-01,P05191,D02958,West,491,3486.1,3.89,8.91,Cheque
S007469,2024-10-17,P01508,D05536,Central,69,483.69,14.63,17.5,Cash
S007470,2024-06-30,P07854,D07649,Central,5,33.2,6.52,12.66,Credit
S007471,2024-08-13,P00063,D01939,North,110,403.7,4.94,15.8,Cheque
S007472,2024-08-31,P04029,D00937,East,406,361.34,14.06,16.84,Credit
S007473,2024-06-18,P05043,D03922,North,277,2420.98,5.34,5.68,Credit
S007474,2024-04-17,P03078,D08263,West,500,5845.0,10.38,8.63,Cheque
S007475,2024-06-19,P04624,D03221,West,323,2257.77,7.19,9.01,Cash
S007476,2024-08-18,P00877,D03204,Central,114,527.82,7.61,9.16,Online
S007477,2024-07-05,P02800,D07070,East,441,4070.43,1.48,13.36,Credit
S007478,2024-02-07,P01627,D06801,North,80,104.8,1.78,7.29,Cheque
S007479,2024-06-13,P08872,D05238,West,178,665.72,11.47,16.81,Cheque
S007480,2024-09-27,P05657,D05903,East,26,294.58,6.51,9.1,Cash
S007481,2024-05-03,P05191,D02773,West,157,318.71,4.46,17.14,Credit
S007482,2024-11-08,P08867,D02980,South,125,873.75,11.74,10.05,Cheque
S007483,2024-05-25,P09263,D05231,South,326,3797.9,13.03,12.75,Cheque
S007484,2024-10-17,P08226,D06723,East,55,158.4,2.87,5.43,Online
S007485,2024-06-07,P04108,D05119,South,134,766.48,7.86,14.31,Online
S007486,2024-02-14,P04235,D03357,South,176,2147.2,13.03,15.58,Cash
S007487,2024-08-13,P07716,D03618,Central,207,763.83,6.51,12.85,Online
S007488,2024-11-15,P02933,D05340,West,57,573.99,3.95,6.08,Online
S007489,2024-03-20,P01415,D04640,Central,294,796.74,9.66,9.15,Online
S007490,2024-08-25,P02204,D03912,Central,95,991.8,9.33,14.67,Cheque
S007491,2024-08-25,P01120,D07013,West,319,513.59,11.08,5.74,Cash
S007492,2024-12-12,P00738,D08430,West,292,274.48,9.4,15.58,Online
S007493,2024-10-25,P03284,D09998,East,112,511.84,12.1,5.33,Cheque
S007494,2024-06-09,P07091,D04168,North,110,754.6,8.59,8.48,Cheque
S007495,2024-05-10,P03997,D06228,East,48,508.32,11.45,17.02,Online
S007496,2024-01-29,P04715,D06430,East,33,338.25,9.61,6.38,Cheque
S007497,2024-04-13,P05879,D02707,East,101,489.85,2.68,6.54,Credit
S007498,2024-02-12,P03316,D06938,North,149,1335.04,8.03,16.49,Credit
S007499,2024-07-18,P03602,D03402,Central,445,1343.9,7.22,16.64,Online
S007500,2024-08-26,P03775,D02142,Central,280,2371.6,2.06,11.94,Cheque
S007501,2024-07-19,P05897,D04768,East,147,1280.37,10.54,12.37,Cheque
S007502,2024-11-20,P04076,D09182,East,340,3359.2,12.58,7.12,Cheque
S007503,2024-09-01,P05206,D03049,East,429,4500.21,5.95,6.45,Online
S007504,2024-07-31,P02329,D02584,Central,250,917.5,2.54,15.03,Cheque
S007505,2024-11-18,P09555,D08120,East,174,2173.26,5.36,14.82,Online
S007506,2024-02-10,P07987,D06027,West,394,4531.0,13.04,10.25,Credit
S007507,2024-06-19,P03700,D01466,West,76,484.12,0.14,5.21,Cheque
S007508,2024-05-22,P00155,D00078,North,257,1647.37,1.65,10.63,Online
S007509,2024-08-10,P00432,D05626,Central,74,96.94,3.02,16.93,Cash
S007510,2024-05-23,P02532,D01531,South,3,35.43,6.15,16.35,Credit
S007511,2024-08-11,P09842,D01159,South,474,3346.44,5.59,13.57,Cheque
S007512,2024-03-02,P09726,D08002,Central,6,17.04,2.31,16.46,Cash
S007513,2024-04-07,P00943,D04272,West,30,377.7,14.12,9.74,Credit
S007514,2024-09-19,P02270,D06127,North,274,1526.18,7.48,8.48,Online
S007515,2024-10-05,P05678,D07389,North,143,795.08,13.36,11.7,Cheque
S007516,2024-05-13,P02063,D07157,South,156,469.56,2.25,12.23,Credit
S007517,2024-11-09,P07146,D00006,South,288,3672.0,5.36,16.89,Online
S007518,2024-11-11,P03705,D07479,South,19,38.57,0.44,14.79,Cash
S007519,2024-08-19,P05161,D07180,South,257,1865.82,4.71,14.36,Cash
S007520,2024-02-12,P00805,D02730,North,151,468.1,10.89,7.85,Credit
S007521,2024-03-09,P03129,D07314,South,379,3740.73,13.95,13.19,Online
S007522,2024-03-14,P07911,D09495,West,292,1492.12,4.59,10.01,Online
S007523,2024-10-04,P08564,D03422,North,40,128.4,5.35,7.46,Online
S007524,2024-02-25,P05181,D09566,South,393,3006.45,11.61,9.5,Online
S007525,2024-11-06,P03621,D04497,East,490,2195.2,10.18,15.61,Cheque
S007526,2024-10-26,P00976,D01866,West,407,4411.88,8.83,10.81,Cash
S007527,2024-08-23,P00617,D08472,West,53,569.75,6.46,9.41,Cheque
S007528,2024-02-06,P08093,D08710,Central,373,1876.19,7.64,9.27,Online
S007529,2024-06-24,P01599,D06386,North,409,5255.65,10.68,12.14,Online
S007530,2024-09-11,P02967,D09541,West,434,1627.5,13.55,8.1,Credit
S007531,2024-09-23,P05751,D07372,West,293,2795.22,3.91,8.92,Credit
S007532,2024-01-24,P04102,D05705,South,486,5350.86,2.47,12.75,Cheque
S007533,2024-09-23,P01587,D05233,East,22,137.72,1.9,8.94,Cash
S007534,2024-04-01,P00717,D02686,East,119,1046.01,1.05,9.59,Cheque
S007535,2024-06-18,P02317,D00919,Central,175,2128.0,3.55,6.6,Cheque
S007536,2024-08-04,P03681,D04823,North,361,2317.62,7.27,13.89,Cheque
S007537,2024-12-17,P07002,D04193,West,71,349.32,14.56,8.49,Credit
S007538,2024-04-28,P05215,D06672,West,419,2036.34,11.68,14.23,Credit
S007539,2024-07-30,P04816,D05857,South,455,4427.15,6.76,6.82,Online
S007540,2024-06-08,P05551,D04466,East,103,1265.87,10.91,13.65,Cash
S007541,2024-09-25,P08891,D03020,Central,22,262.68,6.94,17.16,Cash
S007542,2024-12-03,P04658,D06218,North,286,3586.44,14.5,13.5,Cheque
S007543,2024-04-04,P06535,D09314,South,312,2814.24,4.46,14.04,Credit
S007544,2024-01-23,P01781,D00077,West,498,3595.56,1.3,8.7,Online
S007545,2024-11-12,P00368,D09852,East,200,1748.0,7.48,5.12,Online
S007546,2024-11-24,P05906,D06767,West,392,2061.92,7.26,5.05,Cheque
S007547,2024-07-20,P09178,D06052,North,30,149.4,11.5,12.14,Online
S007548,2024-06-22,P06646,D04670,East,28,60.76,7.39,12.42,Credit
S007549,2024-10-28,P08545,D01609,East,385,288.75,5.55,8.26,Credit
S007550,2024-02-15,P01394,D04040,Central,349,2205.68,5.81,12.43,Credit
S007551,2024-12-17,P01844,D07011,East,497,2475.06,12.98,10.17,Cheque
S007552,2024-08-17,P07499,D09154,South,266,2758.42,1.43,6.34,Cash
S007553,2024-10-05,P08027,D01555,West,303,3560.25,7.7,5.59,Cheque
S007554,2024-04-05,P00156,D05689,South,133,1202.32,12.72,15.56,Online
S007555,2024-04-16,P01016,D09310,Central,99,996.93,2.59,10.74,Cheque
S007556,2024-03-21,P04984,D00006,West,257,1942.92,3.22,10.16,Credit
S007557,2024-07-18,P05653,D01221,North,138,1780.2,4.49,15.44,Cash
S007558,2024-11-09,P09270,D04795,West,393,962.85,4.96,7.33,Online
S007559,2024-10-27,P04474,D08497,West,347,544.79,3.53,5.34,Online
S007560,2024-11-15,P00634,D04928,South,287,794.99,0.64,6.89,Credit
S007561,2024-09-10,P02776,D01118,North,222,2217.78,0.6,14.14,Credit
S007562,2024-05-22,P03281,D08752,South,274,564.44,4.82,14.52,Credit
S007563,2024-01-06,P07133,D09533,East,115,1358.15,6.74,10.47,Cash
S007564,2024-06-07,P06740,D05825,West,251,2989.41,1.51,6.75,Credit
S007565,2024-08-15,P05550,D05615,North,267,926.49,8.61,8.49,Cash
S007566,2024-02-19,P00013,D05549,East,247,2870.14,7.29,16.09,Online
S007567,2024-05-04,P07590,D07869,West,32,323.52,7.24,17.1,Cash
S007568,2024-05-10,P00895,D08960,South,65,164.45,6.58,8.27,Online
S007569,2024-08-29,P00245,D08203,Central,37,333.74,6.61,10.77,Online
S007570,2024-05-23,P07392,D03441,Central,86,43.0,3.22,13.94,Online
S007571,2024-05-11,P05359,D02124,Central,77,410.41,6.77,6.14,Credit
S007572,2024-04-11,P00235,D01538,South,259,2144.52,3.97,10.99,Online
S007573,2024-07-17,P04477,D08304,South,27,178.74,11.17,14.17,Cheque
S007574,2024-05-08,P01467,D06963,South,225,2592.0,10.92,6.68,Credit
S007575,2024-10-06,P08063,D02370,West,409,2028.64,2.01,13.09,Cash
S007576,2024-11-06,P01383,D06413,East,33,301.95,2.65,16.32,Credit
S007577,2024-03-18,P07645,D02209,West,349,869.01,1.31,11.42,Cheque
S007578,2024-05-21,P06785,D00816,South,1,3.36,0.11,5.17,Cash
S007579,2024-08-25,P06765,D08716,East,254,2385.06,5.55,17.68,Online
S007580,2024-03-18,P04500,D04656,West,388,4136.08,3.69,6.8,Cheque
S007581,2024-11-05,P08566,D07460,East,12,27.48,14.11,8.31,Cash
S007582,2024-01-07,P07799,D03467,West,169,926.12,7.73,5.31,Credit
S007583,2024-01-31,P07697,D00583,South,203,935.83,3.47,12.39,Cash
S007584,2024-02-02,P05027,D02835,Central,264,1541.76,7.62,15.55,Credit
S007585,2024-03-07,P04644,D05770,Central,458,4744.88,1.03,10.5,Online
S007586,2024-06-02,P08377,D00948,North,262,775.52,14.78,8.71,Credit
S007587,2024-10-05,P05794,D07605,Central,293,2232.66,6.83,13.52,Cash
S007588,2024-08-31,P01727,D06726,North,357,1156.68,12.38,8.05,Credit
S007589,2024-07-06,P05440,D00482,South,174,132.24,10.89,11.74,Cheque
S007590,2024-12-20,P05991,D05333,South,271,2756.07,5.13,14.92,Cheque
S007591,2024-01-01,P00554,D08874,East,148,666.0,8.35,15.54,Cash
S007592,2024-10-11,P03775,D03169,South,229,295.41,4.57,11.27,Cash
S007593,2024-04-28,P06153,D08315,North,215,915.9,0.33,7.6,Online
S007594,2024-12-25,P01109,D02848,East,93,129.27,3.26,14.58,Cash
S007595,2024-05-14,P02592,D07816,West,345,2111.4,9.81,9.38,Online
S007596,2024-12-17,P03821,D01041,Central,361,3516.14,8.46,10.98,Online
S007597,2024-10-11,P01494,D08990,East,413,1693.3,4.57,11.33,Cash
S007598,2024-08-09,P05980,D09406,Central,142,1438.46,8.27,13.5,Credit
S007599,2024-05-14,P03109,D02823,South,423,3955.05,5.64,6.86,Online
S007600,2024-08-07,P04172,D02302,West,294,649.74,2.55,13.54,Cheque
S007601,2024-05-17,P06375,D02386,West,318,2216.46,14.29,17.95,Cheque
S007602,2024-02-13,P07124,D08992,East,272,772.48,14.39,17.37,Credit
S007603,2024-11-26,P05790,D04852,West,19,20.14,10.05,12.08,Online
S007604,2024-06-16,P07836,D02542,Central,66,809.82,14.93,8.23,Cash
S007605,2024-02-10,P04267,D06269,North,355,1526.5,4.71,5.53,Credit
S007606,2024-02-07,P09683,D08041,Central,17,104.38,8.89,5.24,Cheque
S007607,2024-12-06,P05296,D01172,South,361,4483.62,14.01,13.24,Cash
S007608,2024-03-21,P09928,D02836,North,266,3157.42,8.19,15.28,Cheque
S007609,2024-07-13,P00796,D01511,South,421,4896.23,3.82,9.52,Cheque
S007610,2024-09-25,P00150,D04966,South,318,1930.26,0.1,15.33,Online
S007611,2024-05-05,P00234,D08113,East,447,1694.13,7.48,17.54,Cheque
S007612,2024-06-20,P06672,D08544,Central,69,606.51,0.61,8.53,Cash
S007613,2024-11-08,P09157,D08292,South,87,822.15,2.37,8.87,Credit
S007614,2024-03-01,P08556,D01271,East,469,3841.11,9.05,13.28,Cash
S007615,2024-03-25,P09929,D04415,West,349,1455.33,4.33,16.12,Cash
S007616,2024-06-09,P05820,D09093,East,21,45.99,13.54,14.73,Cheque
S007617,2024-04-07,P02640,D00950,East,197,1225.34,0.64,8.66,Cheque
