InventoryID,ProductID,BatchNo,StockLevel,ReorderLevel,ManufacturingDate,ExpiryDate,PlantLocation,WarehouseType,UnitCost
I009000,P02118,B03398,818,103,2023-12-23,2025-12-31,Kolkata,Transit,9.69
I009001,P03007,B03364,147,192,2023-09-15,2026-05-07,Ahmedabad,Main,2.15
I009002,P03673,B00653,665,166,2023-09-25,2025-11-21,Ahmedabad,Main,2.93
I009003,P07159,B04405,223,124,2023-10-18,2025-08-28,Bangalore,Secondary,4.41
I009004,P03639,B02981,758,138,2023-04-12,2024-11-20,Chennai,Secondary,5.36
I009005,P08659,B04978,100,54,2023-12-26,2025-12-29,Kolkata,Main,9.64
I009006,P04576,B01505,771,114,2023-05-16,2025-06-07,Bangalore,Transit,9.17
I009007,P02570,B00278,490,71,2023-08-04,2024-12-26,Ahmedabad,Main,4.03
I009008,P01531,B03738,809,59,2023-08-19,2026-07-15,Pune,Transit,1.12
I009009,P08118,B01079,263,93,2023-05-02,2024-06-12,Mumbai,Main,9.05
I009010,P01166,B00596,722,172,2023-05-03,2025-06-01,Delhi,Main,3.04
I009011,P09468,B01267,159,199,2023-08-03,2025-11-23,Bangalore,Secondary,5.94
I009012,P05808,B04056,433,87,2023-11-01,2025-10-08,Kolkata,Secondary,4.09
I009013,P09013,B04690,362,130,2023-02-18,2024-12-09,Hyderabad,Secondary,1.91
I009014,P00563,B02661,120,165,2023-10-03,2026-04-10,Pune,Secondary,1.53
I009015,P08833,B04156,175,83,2023-11-23,2026-09-08,Kolkata,Secondary,8.74
I009016,P08212,B04376,379,78,2023-02-11,2025-08-16,Pune,Transit,4.37
I009017,P02663,B01335,233,106,2023-04-01,2024-06-13,Kolkata,Secondary,8.66
I009018,P06260,B02990,212,119,2023-07-31,2024-09-10,Chennai,Transit,9.17
I009019,P09955,B02834,374,119,2023-08-14,2025-08-17,Chennai,Main,7.07
I009020,P03414,B03975,812,108,2023-08-30,2025-06-20,Pune,Transit,4.99
I009021,P04969,B03473,788,181,2023-10-17,2026-02-08,Ahmedabad,Main,8.57
I009022,P01987,B00894,406,119,2023-03-30,2025-04-05,Delhi,Transit,3.79
I009023,P04833,B04141,90,193,2023-01-15,2025-11-03,Chennai,Secondary,0.79
I009024,P06051,B01250,341,89,2023-04-05,2025-10-06,Chennai,Secondary,2.83
I009025,P03818,B04930,40,185,2023-11-25,2025-12-22,Mumbai,Transit,9.87
I009026,P01748,B01184,894,144,2023-02-11,2024-02-14,Ahmedabad,Main,9.57
I009027,P05564,B03132,742,148,2023-11-17,2025-01-21,Hyderabad,Secondary,1.89
I009028,P06279,B01322,419,92,2023-06-10,2026-06-08,Pune,Secondary,7.47
I009029,P00633,B00331,847,80,2023-01-22,2024-12-14,Hyderabad,Transit,6.54
I009030,P09974,B03686,390,139,2023-04-13,2025-02-04,Kolkata,Main,8.47
I009031,P01333,B00505,380,129,2023-06-19,2026-01-13,Kolkata,Transit,0.31
I009032,P02355,B04363,907,154,2023-08-01,2025-05-30,Mumbai,Secondary,2.43
I009033,P03993,B04230,342,118,2023-09-30,2026-09-09,Bangalore,Secondary,3.21
I009034,P05921,B03135,604,110,2023-09-07,2025-03-16,Mumbai,Main,5.35
I009035,P07262,B03029,63,120,2023-04-02,2024-10-15,Pune,Transit,0.7
I009036,P03635,B02350,404,106,2023-12-23,2025-11-05,Mumbai,Secondary,1.09
I009037,P04781,B02305,430,150,2023-10-14,2025-08-23,Delhi,Transit,5.26
I009038,P09002,B02337,312,105,2023-11-16,2026-10-09,Ahmedabad,Main,6.36
I009039,P07261,B03409,739,75,2023-10-01,2025-02-11,Ahmedabad,Transit,5.42
I009040,P05655,B03130,875,95,2023-03-27,2025-01-13,Mumbai,Secondary,4.28
I009041,P08997,B03824,963,125,2023-02-02,2024-05-16,Mumbai,Main,7.83
I009042,P06384,B01925,648,164,2023-09-10,2025-10-06,Bangalore,Secondary,1.12
I009043,P03966,B03644,550,57,2023-09-13,2025-05-08,Bangalore,Main,4.85
I009044,P04963,B03771,206,78,2023-07-06,2024-12-01,Kolkata,Main,4.93
I009045,P04227,B02561,396,164,2023-06-15,2025-06-16,Hyderabad,Transit,5.8
I009046,P06664,B01661,15,63,2023-05-05,2024-06-03,Chennai,Main,1.23
I009047,P03589,B03290,991,100,2023-10-12,2026-05-17,Bangalore,Main,0.66
I009048,P06170,B04764,527,148,2023-12-21,2026-11-04,Bangalore,Transit,3.45
I009049,P03267,B03267,80,162,2023-07-04,2024-07-04,Kolkata,Secondary,8.33
I009050,P02680,B00954,792,180,2023-04-03,2026-03-15,Pune,Secondary,8.29
I009051,P04767,B03938,588,115,2023-03-31,2024-11-04,Pune,Secondary,8.28
I009052,P03795,B03205,113,93,2023-09-05,2026-04-12,Pune,Transit,4.51
I009053,P03221,B00586,13,183,2023-10-07,2025-07-13,Pune,Transit,3.76
I009054,P06383,B04555,537,107,2023-08-02,2025-09-07,Hyderabad,Main,9.67
I009055,P02700,B02821,186,60,2023-10-02,2024-12-31,Kolkata,Main,4.35
I009056,P07373,B01060,601,188,2023-07-05,2026-05-27,Delhi,Secondary,2.48
I009057,P08251,B04675,60,159,2023-08-14,2025-04-01,Mumbai,Main,2.68
I009058,P03028,B03988,216,114,2023-10-10,2025-12-19,Delhi,Main,3.77
I009059,P04736,B04499,381,184,2023-06-22,2024-08-02,Delhi,Transit,8.02
I009060,P00140,B04078,434,158,2023-05-15,2025-03-14,Bangalore,Secondary,5.33
I009061,P03730,B04225,970,72,2023-11-15,2026-02-20,Chennai,Main,3.32
I009062,P07071,B04849,363,124,2023-06-04,2025-05-28,Bangalore,Main,2.6
I009063,P08962,B02024,27,60,2023-05-12,2025-01-23,Pune,Main,3.52
I009064,P02330,B02160,684,81,2023-05-23,2024-12-16,Chennai,Main,1.17
I009065,P03425,B02995,748,196,2023-12-20,2026-09-10,Hyderabad,Main,9.8
I009066,P02396,B00240,49,129,2023-12-18,2025-08-29,Delhi,Secondary,1.29
I009067,P09220,B03596,929,196,2023-05-14,2024-07-21,Chennai,Transit,0.76
I009068,P02871,B01819,73,174,2023-12-23,2026-09-24,Delhi,Transit,9.31
I009069,P00055,B02531,743,107,2023-01-06,2024-08-17,Mumbai,Main,7.77
I009070,P09764,B01272,313,145,2023-06-22,2024-06-30,Hyderabad,Transit,8.61
I009071,P00570,B03579,411,137,2023-10-05,2025-09-12,Chennai,Transit,9.4
I009072,P05273,B02048,410,147,2023-05-24,2026-05-21,Pune,Secondary,6.93
I009073,P04758,B00311,941,200,2023-08-01,2025-08-19,Pune,Transit,6.38
I009074,P08735,B02084,636,50,2023-08-26,2024-09-28,Mumbai,Main,6.92
I009075,P09134,B00898,330,146,2023-02-06,2024-02-12,Ahmedabad,Transit,0.91
I009076,P09211,B02542,591,183,2023-04-06,2025-10-19,Hyderabad,Secondary,0.91
I009077,P06349,B02679,712,156,2023-08-22,2024-12-08,Kolkata,Secondary,2.11
I009078,P02025,B01880,10,102,2023-07-07,2024-10-24,Bangalore,Secondary,3.67
I009079,P06738,B01189,547,88,2023-06-11,2025-06-26,Hyderabad,Secondary,5.06
I009080,P01273,B01350,276,112,2023-10-25,2026-01-11,Hyderabad,Secondary,4.55
I009081,P05704,B03665,44,107,2023-01-28,2024-12-06,Ahmedabad,Main,1.07
I009082,P00766,B04425,817,94,2023-04-13,2024-05-28,Bangalore,Secondary,2.44
I009083,P04988,B02463,379,158,2023-01-22,2025-05-31,Hyderabad,Secondary,3.27
I009084,P05239,B04707,773,166,2023-08-21,2026-01-12,Delhi,Transit,2.6
I009085,P04307,B01485,228,129,2023-01-23,2024-11-07,Bangalore,Main,9.52
I009086,P01767,B04117,775,145,2023-10-27,2025-01-30,Pune,Main,8.67
I009087,P09793,B04855,342,158,2023-09-14,2024-11-21,Ahmedabad,Main,5.49
I009088,P01201,B00747,276,188,2023-04-23,2025-04-30,Pune,Transit,5.75
I009089,P07802,B02022,391,123,2023-08-31,2025-12-26,Chennai,Transit,8.96
I009090,P08939,B01615,1,173,2023-01-02,2024-11-28,Hyderabad,Transit,2.45
I009091,P00402,B03343,679,119,2023-01-27,2024-05-09,Mumbai,Main,8.72
I009092,P03897,B01368,303,199,2023-09-03,2026-08-24,Bangalore,Main,8.41
I009093,P04707,B00229,910,179,2023-11-06,2025-12-03,Delhi,Main,2.85
I009094,P08861,B02395,624,72,2023-01-30,2025-11-18,Hyderabad,Transit,2.65
I009095,P06122,B00063,669,140,2023-03-10,2025-03-28,Ahmedabad,Secondary,0.77
I009096,P04138,B03747,612,173,2023-06-20,2025-01-10,Kolkata,Transit,6.41
I009097,P07013,B01272,229,193,2023-07-15,2024-09-19,Delhi,Transit,7.59
I009098,P02226,B02764,269,142,2023-10-16,2026-08-19,Chennai,Main,7.5
I009099,P04272,B04001,953,87,2023-10-08,2025-12-22,Delhi,Transit,6.97
I009100,P04895,B02617,220,154,2023-11-05,2026-07-08,Bangalore,Secondary,1.24
I009101,P04289,B01185,932,96,2023-10-11,2026-06-02,Chennai,Main,8.15
I009102,P09567,B03817,248,83,2023-02-11,2025-11-21,Pune,Secondary,5.23
I009103,P05221,B02357,191,69,2023-05-11,2025-02-27,Mumbai,Secondary,6.56
I009104,P07487,B02289,114,198,2023-06-10,2025-10-14,Ahmedabad,Secondary,6.51
I009105,P05071,B01365,407,129,2023-10-18,2025-09-23,Bangalore,Main,4.25
I009106,P00431,B02356,105,180,2023-10-08,2025-07-09,Delhi,Transit,8.48
I009107,P04429,B04908,122,167,2023-11-30,2026-11-13,Mumbai,Transit,0.85
I009108,P02059,B04193,538,96,2023-01-17,2025-07-20,Kolkata,Main,3.38
I009109,P09714,B04246,635,130,2023-11-14,2026-04-10,Chennai,Main,2.66
I009110,P03766,B01563,329,174,2023-01-09,2025-01-07,Bangalore,Secondary,9.63
I009111,P04605,B01171,294,159,2023-10-28,2026-09-14,Hyderabad,Main,1.38
I009112,P08003,B03392,824,95,2023-08-29,2025-12-31,Hyderabad,Main,3.19
I009113,P06980,B01570,91,170,2023-08-15,2025-10-06,Chennai,Secondary,3.87
I009114,P05646,B01373,561,146,2023-02-12,2024-10-22,Bangalore,Main,8.2
I009115,P08178,B04583,774,134,2023-06-21,2026-04-06,Kolkata,Main,1.28
I009116,P07079,B03614,557,198,2023-04-23,2025-01-23,Kolkata,Secondary,6.15
I009117,P01997,B04235,776,52,2023-12-14,2025-03-06,Bangalore,Secondary,1.21
I009118,P07935,B03685,436,70,2023-12-28,2025-12-26,Mumbai,Secondary,0.45
I009119,P04035,B04849,407,153,2023-01-11,2025-12-11,Hyderabad,Main,6.67
I009120,P09747,B00413,734,80,2023-10-13,2025-08-07,Delhi,Secondary,0.61
I009121,P03276,B00128,933,174,2023-02-12,2024-11-01,Chennai,Secondary,3.47
I009122,P07635,B00990,800,91,2023-05-08,2025-03-03,Mumbai,Secondary,9.72
I009123,P00919,B00039,104,181,2023-05-29,2024-11-16,Ahmedabad,Secondary,9.45
I009124,P00478,B04721,359,66,2023-01-11,2024-09-17,Mumbai,Transit,2.94
I009125,P03285,B03281,927,180,2023-04-08,2024-05-13,Mumbai,Secondary,7.83
I009126,P00086,B02413,865,151,2023-09-10,2024-12-02,Delhi,Transit,1.53
I009127,P07913,B02813,481,198,2023-02-17,2026-02-14,Kolkata,Main,1.09
I009128,P09402,B01377,108,199,2023-07-29,2025-07-23,Mumbai,Main,6.94
I009129,P05436,B02011,280,175,2023-08-16,2025-09-01,Mumbai,Secondary,9.12
I009130,P05380,B03969,73,180,2023-11-21,2025-12-23,Bangalore,Secondary,9.42
I009131,P07214,B02737,528,103,2023-01-02,2024-07-20,Pune,Main,1.5
I009132,P07387,B02434,201,192,2023-06-22,2024-07-31,Kolkata,Secondary,2.58
I009133,P02375,B03327,533,122,2023-05-01,2024-06-25,Kolkata,Main,9.62
I009134,P02819,B04561,802,175,2023-10-06,2025-06-16,Hyderabad,Transit,6.19
I009135,P04193,B02930,394,50,2023-05-10,2024-10-10,Chennai,Secondary,1.73
I009136,P02813,B02440,559,155,2023-06-19,2025-05-30,Ahmedabad,Main,6.01
I009137,P06034,B01489,942,54,2023-03-18,2026-01-13,Delhi,Transit,7.65
I009138,P08284,B01636,413,137,2023-07-04,2025-07-31,Chennai,Transit,5.86
I009139,P08473,B03811,906,120,2023-03-22,2024-11-06,Kolkata,Secondary,9.53
I009140,P01701,B03050,42,68,2023-04-20,2026-04-14,Bangalore,Transit,2.03
I009141,P02320,B03008,381,60,2023-12-16,2025-02-14,Bangalore,Secondary,9.86
I009142,P07576,B04253,210,80,2023-10-10,2025-08-31,Chennai,Main,4.05
I009143,P08082,B04169,941,89,2023-07-15,2024-12-28,Kolkata,Main,4.31
I009144,P06880,B02371,780,177,2023-06-18,2024-07-05,Bangalore,Secondary,4.09
I009145,P07561,B03191,549,109,2023-05-21,2025-02-22,Ahmedabad,Secondary,4.08
I009146,P06387,B00284,742,174,2023-06-18,2025-06-02,Chennai,Main,5.8
I009147,P00732,B04828,871,68,2023-07-03,2025-04-16,Chennai,Transit,4.98
I009148,P02020,B02255,659,68,2023-08-22,2024-10-29,Kolkata,Main,2.06
I009149,P06638,B01277,998,89,2023-07-14,2024-09-14,Chennai,Secondary,2.64
I009150,P05308,B01803,391,55,2023-10-21,2025-08-11,Chennai,Secondary,2.93
I009151,P06834,B04776,786,184,2023-12-17,2026-05-02,Chennai,Main,3.72
I009152,P02646,B01749,372,77,2023-11-17,2025-06-05,Pune,Secondary,7.44
I009153,P00719,B04876,370,84,2023-06-04,2025-01-03,Pune,Secondary,5.57
I009154,P05790,B02682,302,169,2023-11-08,2026-06-30,Pune,Transit,8.92
I009155,P07902,B04106,112,109,2023-05-27,2025-12-08,Pune,Main,8.34
I009156,P03030,B02991,252,82,2023-07-27,2024-12-17,Delhi,Main,0.79
I009157,P04266,B03445,824,159,2023-09-30,2026-03-08,Kolkata,Main,8.49
I009158,P06351,B02655,658,81,2023-04-12,2024-10-25,Chennai,Transit,4.98
I009159,P07675,B00717,872,175,2023-09-24,2026-07-15,Chennai,Transit,6.59
I009160,P06477,B00369,227,111,2023-05-01,2025-02-01,Pune,Transit,2.69
I009161,P03949,B00138,453,50,2023-12-20,2025-03-28,Ahmedabad,Main,5.46
I009162,P03010,B02023,860,175,2023-08-22,2026-02-14,Chennai,Secondary,9.72
I009163,P00701,B01871,633,88,2023-08-16,2025-03-01,Ahmedabad,Secondary,3.98
I009164,P08815,B01412,206,73,2023-05-17,2025-04-27,Ahmedabad,Transit,2.56
I009165,P02460,B03853,66,173,2023-12-31,2025-01-13,Chennai,Main,8.82
I009166,P07244,B03673,127,51,2023-12-24,2026-04-17,Mumbai,Main,6.09
I009167,P06059,B01640,311,70,2023-03-08,2024-06-01,Mumbai,Main,4.71
I009168,P07469,B03384,713,168,2023-02-01,2024-02-07,Bangalore,Secondary,9.85
I009169,P09090,B03221,888,154,2023-07-17,2025-10-26,Ahmedabad,Main,3.63
I009170,P02342,B04296,665,181,2023-10-09,2026-06-02,Mumbai,Secondary,2.21
I009171,P04341,B01261,875,142,2023-01-13,2024-11-23,Delhi,Main,0.95
I009172,P07946,B02899,694,179,2023-11-19,2025-07-15,Ahmedabad,Main,6.49
I009173,P00036,B00765,858,125,2023-01-16,2024-01-16,Chennai,Transit,3.17
I009174,P01867,B02424,770,72,2023-06-28,2025-03-30,Chennai,Main,0.95
I009175,P01077,B00227,258,179,2023-09-24,2025-04-05,Hyderabad,Main,3.23
I009176,P03015,B02409,896,191,2023-12-01,2025-12-29,Mumbai,Main,9.27
I009177,P02293,B04518,730,54,2023-06-29,2025-07-24,Mumbai,Secondary,9.87
I009178,P00564,B04553,724,113,2023-03-20,2026-03-14,Kolkata,Main,4.94
I009179,P02636,B02911,205,98,2023-01-15,2024-07-04,Bangalore,Main,5.67
I009180,P02476,B04841,243,168,2023-12-21,2025-09-17,Chennai,Transit,4.47
I009181,P04851,B02356,158,98,2023-06-12,2025-05-03,Delhi,Secondary,9.62
I009182,P05515,B01641,952,178,2023-08-02,2026-06-08,Ahmedabad,Main,6.07
I009183,P00188,B03425,570,195,2023-09-23,2025-10-03,Bangalore,Main,9.94
I009184,P00979,B02336,696,159,2023-11-28,2026-10-07,Hyderabad,Secondary,4.46
I009185,P04108,B01201,201,58,2023-11-11,2025-11-13,Delhi,Main,0.47
I009186,P06728,B00264,65,161,2023-07-13,2025-07-10,Chennai,Transit,6.2
I009187,P01075,B00187,303,144,2023-12-20,2025-08-05,Kolkata,Transit,2.29
I009188,P05715,B04498,980,155,2023-05-19,2025-03-01,Mumbai,Transit,2.06
I009189,P00176,B04448,36,124,2023-04-28,2024-07-20,Ahmedabad,Secondary,3.77
I009190,P01750,B04231,655,171,2023-12-29,2026-01-19,Bangalore,Main,8.04
I009191,P09532,B03551,652,110,2023-12-10,2026-01-01,Chennai,Secondary,4.85
I009192,P01382,B03968,728,62,2023-09-11,2025-04-09,Ahmedabad,Main,9.12
I009193,P08028,B04536,316,112,2023-08-25,2026-05-07,Mumbai,Secondary,8.19
I009194,P02681,B02830,824,183,2023-06-03,2025-08-24,Delhi,Transit,3.6
I009195,P08883,B01691,534,172,2023-06-30,2024-12-20,Bangalore,Main,2.94
I009196,P06627,B01325,62,121,2023-06-11,2026-02-03,Hyderabad,Main,3.76
I009197,P02312,B03111,278,160,2023-04-16,2024-12-20,Chennai,Main,8.5
I009198,P01791,B01987,941,97,2023-04-24,2024-04-29,Delhi,Transit,7.57
I009199,P06993,B03087,613,103,2023-08-13,2026-04-25,Pune,Main,7.48
I009200,P04700,B02594,801,134,2023-06-14,2025-11-27,Pune,Secondary,7.82
I009201,P08580,B01234,439,66,2023-06-25,2025-03-05,Mumbai,Main,6.53
I009202,P02994,B02488,475,157,2023-04-02,2024-09-24,Mumbai,Main,1.62
I009203,P07666,B02799,213,101,2023-10-03,2026-03-14,Bangalore,Main,1.22
I009204,P00541,B04865,792,200,2023-03-24,2024-04-09,Kolkata,Main,8.25
I009205,P00769,B03715,582,74,2023-10-01,2025-11-03,Pune,Transit,4.45
I009206,P07601,B04791,523,73,2023-01-10,2025-11-25,Delhi,Transit,4.44
I009207,P02628,B03893,285,104,2023-11-30,2025-02-14,Ahmedabad,Secondary,6.1
I009208,P05581,B03249,415,91,2023-05-10,2024-07-25,Hyderabad,Main,8.95
I009209,P07603,B01699,781,174,2023-07-20,2025-06-03,Kolkata,Secondary,8.7
I009210,P01083,B03664,303,166,2023-10-15,2026-04-30,Kolkata,Secondary,8.7
I009211,P05888,B01329,308,117,2023-12-07,2026-08-14,Pune,Main,9.17
I009212,P04171,B04165,692,103,2023-12-19,2025-03-11,Delhi,Transit,8.17
I009213,P00131,B03504,96,123,2023-03-12,2025-10-22,Kolkata,Secondary,8.72
I009214,P00702,B04757,721,200,2023-03-28,2026-03-11,Kolkata,Transit,9.31
I009215,P08219,B04801,0,89,2023-09-02,2025-08-04,Chennai,Secondary,5.01
I009216,P07384,B04278,47,105,2023-12-29,2025-09-25,Mumbai,Main,3.16
I009217,P08068,B02306,762,139,2023-02-15,2024-10-15,Ahmedabad,Main,1.21
I009218,P05048,B00835,136,84,2023-03-03,2024-10-23,Kolkata,Main,8.69
I009219,P09649,B01599,821,82,2023-07-03,2025-02-20,Mumbai,Secondary,3.81
I009220,P02988,B00773,132,71,2023-01-10,2025-08-07,Chennai,Transit,6.44
I009221,P01793,B03224,471,123,2023-07-17,2024-12-09,Hyderabad,Secondary,6.41
I009222,P02370,B02041,338,190,2023-04-26,2025-08-16,Mumbai,Transit,0.5
I009223,P03446,B04129,67,150,2023-12-23,2025-10-19,Hyderabad,Main,1.69
I009224,P05533,B02914,145,197,2023-06-01,2026-02-11,Pune,Main,2.07
I009225,P03454,B02581,623,149,2023-01-28,2025-06-28,Pune,Secondary,8.92
I009226,P01013,B03106,43,139,2023-04-21,2024-11-08,Bangalore,Transit,6.97
I009227,P04001,B01163,464,180,2023-07-31,2025-06-20,Mumbai,Secondary,7.85
I009228,P09168,B04382,870,67,2023-11-27,2026-10-31,Hyderabad,Main,6.57
I009229,P05918,B00582,592,192,2023-06-13,2025-05-25,Chennai,Transit,8.21
I009230,P03302,B00387,703,104,2023-03-21,2024-11-23,Ahmedabad,Main,1.22
I009231,P05793,B00041,803,94,2023-05-10,2026-01-06,Kolkata,Transit,6.66
I009232,P06591,B01467,425,111,2023-09-25,2025-06-11,Bangalore,Secondary,3.11
I009233,P06030,B00799,132,161,2023-01-20,2025-04-12,Chennai,Main,1.77
I009234,P01823,B04768,206,155,2023-01-25,2024-11-07,Kolkata,Secondary,6.36
I009235,P07669,B03591,829,89,2023-04-18,2024-04-25,Hyderabad,Main,5.18
I009236,P08108,B02894,251,166,2023-07-21,2024-10-21,Ahmedabad,Transit,7.73
I009237,P06730,B03806,115,129,2023-04-22,2026-02-12,Pune,Main,8.69
I009238,P06014,B01701,839,90,2023-11-09,2025-04-28,Pune,Secondary,0.31
I009239,P01719,B03899,369,100,2023-05-02,2025-09-03,Hyderabad,Secondary,8.14
I009240,P05769,B04963,783,180,2023-05-16,2025-02-28,Kolkata,Secondary,5.31
I009241,P07988,B04908,956,102,2023-04-10,2025-06-03,Delhi,Secondary,8.61
I009242,P07611,B01072,871,74,2023-12-21,2025-09-18,Hyderabad,Main,4.95
I009243,P05736,B02878,238,63,2023-12-14,2026-01-31,Delhi,Main,4.28
I009244,P08125,B03628,618,129,2023-05-25,2025-08-03,Kolkata,Main,0.76
I009245,P02469,B03764,878,198,2023-03-19,2024-07-11,Hyderabad,Secondary,3.85
I009246,P02170,B01796,122,108,2023-02-11,2025-04-28,Bangalore,Transit,9.36
I009247,P05510,B01295,772,51,2023-06-22,2025-04-29,Hyderabad,Secondary,5.66
I009248,P05930,B02564,40,110,2023-02-12,2025-11-15,Ahmedabad,Secondary,1.01
I009249,P02433,B04337,658,93,2023-04-13,2025-09-07,Chennai,Main,6.42
I009250,P01133,B00484,556,110,2023-01-10,2025-08-12,Kolkata,Secondary,4.3
I009251,P07018,B00629,562,161,2023-08-21,2026-03-09,Bangalore,Transit,3.83
I009252,P07547,B00231,379,71,2023-06-26,2025-08-17,Chennai,Secondary,6.06
I009253,P04916,B00663,767,117,2023-05-08,2024-06-08,Mumbai,Secondary,8.75
I009254,P08660,B03537,544,182,2023-11-20,2026-08-07,Pune,Main,9.31
I009255,P02320,B04663,891,85,2023-11-23,2026-01-23,Kolkata,Transit,2.33
I009256,P04089,B03896,873,140,2023-01-19,2024-03-25,Bangalore,Transit,3.4
I009257,P01718,B04924,218,158,2023-01-30,2025-11-29,Bangalore,Transit,3.48
I009258,P06518,B04513,912,155,2023-06-04,2026-01-26,Ahmedabad,Transit,2.08
I009259,P01755,B03764,898,63,2023-05-29,2026-04-11,Chennai,Transit,2.91
I009260,P02196,B00527,350,85,2023-12-24,2025-01-08,Kolkata,Secondary,4.15
I009261,P02844,B01997,761,120,2023-04-19,2024-09-13,Delhi,Transit,7.0
I009262,P03427,B01303,181,119,2023-02-21,2024-04-07,Delhi,Main,9.02
I009263,P08009,B01702,732,96,2023-09-03,2025-07-30,Pune,Secondary,4.37
I009264,P08402,B01532,66,119,2023-09-19,2025-06-06,Chennai,Main,4.3
I009265,P09247,B00726,936,163,2023-10-28,2025-01-26,Delhi,Secondary,9.37
I009266,P02974,B02868,797,63,2023-11-08,2025-02-24,Delhi,Transit,9.38
I009267,P09781,B00436,678,70,2023-05-11,2025-04-28,Ahmedabad,Main,2.09
I009268,P07521,B01089,920,186,2023-02-21,2025-09-04,Chennai,Transit,2.26
I009269,P06827,B01093,504,200,2023-08-06,2026-04-07,Chennai,Transit,9.69
I009270,P07683,B03251,801,150,2023-05-08,2025-03-06,Mumbai,Transit,1.65
I009271,P00873,B03779,173,63,2023-10-10,2025-02-16,Hyderabad,Transit,6.11
I009272,P02927,B02920,389,69,2023-07-07,2026-05-03,Kolkata,Secondary,5.87
I009273,P03715,B00944,513,135,2023-04-20,2024-07-06,Chennai,Transit,3.5
I009274,P01325,B02975,130,191,2023-07-03,2025-01-27,Pune,Main,5.17
I009275,P01583,B00516,689,161,2023-06-28,2024-07-24,Ahmedabad,Transit,8.06
I009276,P05618,B02239,713,143,2023-09-13,2026-06-14,Pune,Main,4.43
I009277,P00485,B02009,500,154,2023-01-31,2024-06-17,Pune,Transit,2.76
I009278,P01715,B00914,611,133,2023-04-14,2024-07-17,Pune,Secondary,2.85
I009279,P09180,B01683,928,137,2023-07-05,2025-03-01,Delhi,Main,5.54
I009280,P00013,B01178,753,153,2023-03-14,2025-04-11,Mumbai,Transit,2.42
I009281,P02976,B00587,986,129,2023-01-06,2025-12-29,Mumbai,Secondary,1.23
I009282,P09821,B00989,500,109,2023-09-05,2024-10-17,Mumbai,Secondary,6.68
I009283,P08077,B00484,979,168,2023-03-16,2025-04-28,Chennai,Secondary,1.59
I009284,P07780,B04723,11,176,2023-05-25,2025-07-21,Bangalore,Secondary,6.37
I009285,P02749,B04911,407,125,2023-11-13,2026-10-13,Delhi,Secondary,4.3
I009286,P06009,B00739,601,147,2023-10-26,2026-07-16,Chennai,Secondary,9.88
I009287,P03128,B03644,433,92,2023-05-07,2024-10-22,Chennai,Main,0.4
I009288,P08677,B03858,463,198,2023-06-21,2025-11-16,Ahmedabad,Main,7.95
I009289,P09645,B01718,209,194,2023-05-06,2025-08-03,Chennai,Secondary,9.66
I009290,P07917,B00230,428,124,2023-10-02,2026-02-15,Ahmedabad,Secondary,1.36
I009291,P07440,B04274,979,106,2023-07-11,2024-12-20,Pune,Secondary,1.79
I009292,P04661,B01288,142,190,2023-10-31,2024-11-15,Pune,Secondary,7.28
I009293,P03557,B01468,950,122,2023-10-13,2026-05-26,Hyderabad,Main,7.21
I009294,P01072,B04611,256,199,2023-08-16,2025-05-06,Hyderabad,Main,1.85
I009295,P09664,B00285,249,127,2023-02-27,2025-09-28,Chennai,Main,9.09
I009296,P00467,B03642,824,84,2023-07-17,2026-06-10,Delhi,Transit,8.94
I009297,P03079,B01196,898,75,2023-03-25,2024-08-25,Mumbai,Transit,7.41
I009298,P04350,B00682,297,104,2023-02-25,2025-06-03,Hyderabad,Transit,7.06
I009299,P05209,B02338,22,188,2023-10-01,2024-10-20,Delhi,Main,4.52
I009300,P09958,B04705,460,176,2023-10-07,2026-03-30,Mumbai,Main,0.33
I009301,P02095,B01643,453,162,2023-08-08,2024-12-02,Hyderabad,Main,6.91
I009302,P09181,B01742,963,165,2023-06-08,2024-10-16,Hyderabad,Transit,4.45
I009303,P04536,B02457,16,186,2023-02-10,2025-06-09,Pune,Secondary,7.62
I009304,P01212,B00508,30,82,2023-03-21,2024-09-12,Bangalore,Transit,1.35
I009305,P06882,B03389,593,175,2023-07-19,2026-01-10,Pune,Transit,3.17
I009306,P09144,B02541,288,110,2023-12-11,2024-12-24,Kolkata,Transit,1.0
I009307,P07171,B01980,382,61,2023-09-15,2026-04-13,Chennai,Main,8.06
I009308,P01753,B03550,406,91,2023-12-03,2025-07-26,Chennai,Main,3.23
I009309,P09049,B01407,722,81,2023-03-02,2025-04-29,Delhi,Main,6.51
I009310,P03057,B00166,220,177,2023-11-28,2025-03-12,Ahmedabad,Transit,0.87
I009311,P04032,B03502,162,163,2023-12-19,2025-01-20,Hyderabad,Transit,6.76
I009312,P07468,B00240,163,158,2023-07-09,2026-01-31,Delhi,Transit,4.41
I009313,P00175,B02485,439,88,2023-07-11,2025-06-29,Kolkata,Transit,2.9
I009314,P07386,B03383,161,50,2023-12-09,2026-05-22,Mumbai,Secondary,4.71
I009315,P02485,B04739,145,142,2023-09-30,2025-01-30,Delhi,Transit,8.6
I009316,P06618,B00078,760,193,2023-09-27,2025-08-29,Mumbai,Main,5.0
I009317,P09321,B02460,909,123,2023-05-21,2024-08-26,Chennai,Secondary,0.5
