DistributorID,DistributorName,City,ContactPerson,Type,Phone,Email,LicenseNumber
D08500,Dist8500_Jaipur,Jaipur,Mr./Ms. Gupta,Wholesaler,+91-7149974898,dist8500_jaipur@pharma.com,LIC800072
D08501,Dist8501_Bhopal,Bhopal,Mr./Ms. Reddy,Retailer,+91-7445652369,dist8501_bhopal@pharma.com,LIC655224
D08502,Dist8502_Chennai,Chennai,Mr./Ms. Kumar,Clinic,+91-8323945795,dist8502_chennai@pharma.com,LIC885710
D08503,Dist8503_Bhopal,Bhopal,Mr./Ms. Iyer,Hospital,+91-8722818484,dist8503_bhopal@pharma.com,LIC635429
D08504,Dist8504_Chandigarh,Chandigarh,Mr./Ms. Kumar,Hospital,+91-9667509206,dist8504_chandigarh@pharma.com,LIC478524
D08505,Dist8505_Kochi,Kochi,Mr./Ms. Mehta,Retailer,+91-9464571927,dist8505_kochi@pharma.com,LIC773608
D08506,Dist8506_Kolkata,Kolkata,Mr./Ms. Patel,Retailer,+91-7140158843,dist8506_kolkata@pharma.com,LIC421699
D08507,Dist8507_Ahmedabad,Ahmedabad,Mr./Ms. Sharma,Wholesaler,+91-8085315999,dist8507_ahmedabad@pharma.com,LIC963854
D08508,Dist8508_Kolkata,Kolkata,Mr./Ms. Kumar,Hospital,+91-7360201115,dist8508_kolkata@pharma.com,LIC721448
D08509,Dist8509_Delhi,Delhi,Mr./Ms. Reddy,Clinic,+91-7520494701,dist8509_delhi@pharma.com,LIC501106
D08510,Dist8510_Pune,Pune,Mr./Ms. Reddy,Wholesaler,+91-9439434346,dist8510_pune@pharma.com,LIC890354
D08511,Dist8511_Pune,Pune,Mr./Ms. Singh,Wholesaler,+91-9767841680,dist8511_pune@pharma.com,LIC853347
D08512,Dist8512_Chandigarh,Chandigarh,Mr./Ms. Kumar,Hospital,+91-7160005700,dist8512_chandigarh@pharma.com,LIC713790
D08513,Dist8513_Pune,Pune,Mr./Ms. Gupta,Retailer,+91-8462121949,dist8513_pune@pharma.com,LIC481449
D08514,Dist8514_Patna,Patna,Mr./Ms. Mehta,Hospital,+91-7950178420,dist8514_patna@pharma.com,LIC706929
D08515,Dist8515_Mumbai,Mumbai,Mr./Ms. Iyer,Retailer,+91-8844301228,dist8515_mumbai@pharma.com,LIC114867
D08516,Dist8516_Kolkata,Kolkata,Mr./Ms. Kumar,Hospital,+91-7420970260,dist8516_kolkata@pharma.com,LIC908417
D08517,Dist8517_Patna,Patna,Mr./Ms. Gupta,Retailer,+91-9523590290,dist8517_patna@pharma.com,LIC799136
D08518,Dist8518_Ahmedabad,Ahmedabad,Mr./Ms. Gupta,Retailer,+91-9708697480,dist8518_ahmedabad@pharma.com,LIC580643
D08519,Dist8519_Kolkata,Kolkata,Mr./Ms. Iyer,Clinic,+91-8139321176,dist8519_kolkata@pharma.com,LIC339389
D08520,Dist8520_Mumbai,Mumbai,Mr./Ms. Sharma,Hospital,+91-7895029543,dist8520_mumbai@pharma.com,LIC377339
D08521,Dist8521_Indore,Indore,Mr./Ms. Sharma,Clinic,+91-8006652016,dist8521_indore@pharma.com,LIC599214
D08522,Dist8522_Delhi,Delhi,Mr./Ms. Sharma,Clinic,+91-7162017607,dist8522_delhi@pharma.com,LIC688142
D08523,Dist8523_Bhopal,Bhopal,Mr./Ms. Kumar,Hospital,+91-7689723114,dist8523_bhopal@pharma.com,LIC178181
D08524,Dist8524_Lucknow,Lucknow,Mr./Ms. Singh,Hospital,+91-7629577153,dist8524_lucknow@pharma.com,LIC890739
D08525,Dist8525_Bangalore,Bangalore,Mr./Ms. Mehta,Retailer,+91-7395987975,dist8525_bangalore@pharma.com,LIC992310
D08526,Dist8526_Hyderabad,Hyderabad,Mr./Ms. Reddy,Clinic,+91-8487578251,dist8526_hyderabad@pharma.com,LIC372176
D08527,Dist8527_Indore,Indore,Mr./Ms. Mehta,Clinic,+91-8206374664,dist8527_indore@pharma.com,LIC403727
D08528,Dist8528_Hyderabad,Hyderabad,Mr./Ms. Singh,Wholesaler,+91-9491137379,dist8528_hyderabad@pharma.com,LIC245403
D08529,Dist8529_Indore,Indore,Mr./Ms. Patel,Wholesaler,+91-9930962823,dist8529_indore@pharma.com,LIC763905
D08530,Dist8530_Ahmedabad,Ahmedabad,Mr./Ms. Gupta,Wholesaler,+91-8150906610,dist8530_ahmedabad@pharma.com,LIC149585
D08531,Dist8531_Mumbai,Mumbai,Mr./Ms. Mehta,Wholesaler,+91-8198263553,dist8531_mumbai@pharma.com,LIC569018
D08532,Dist8532_Bangalore,Bangalore,Mr./Ms. Reddy,Hospital,+91-8647150847,dist8532_bangalore@pharma.com,LIC991773
D08533,Dist8533_Bangalore,Bangalore,Mr./Ms. Reddy,Clinic,+91-9453132954,dist8533_bangalore@pharma.com,LIC526779
D08534,Dist8534_Patna,Patna,Mr./Ms. Iyer,Hospital,+91-9128764702,dist8534_patna@pharma.com,LIC149317
D08535,Dist8535_Indore,Indore,Mr./Ms. Mehta,Hospital,+91-9417671127,dist8535_indore@pharma.com,LIC179439
D08536,Dist8536_Patna,Patna,Mr./Ms. Patel,Retailer,+91-7897430339,dist8536_patna@pharma.com,LIC854091
D08537,Dist8537_Hyderabad,Hyderabad,Mr./Ms. Mehta,Hospital,+91-7039612930,dist8537_hyderabad@pharma.com,LIC126761
D08538,Dist8538_Hyderabad,Hyderabad,Mr./Ms. Patel,Clinic,+91-8681584481,dist8538_hyderabad@pharma.com,LIC100620
D08539,Dist8539_Bangalore,Bangalore,Mr./Ms. Mehta,Retailer,+91-9690942583,dist8539_bangalore@pharma.com,LIC484245
D08540,Dist8540_Patna,Patna,Mr./Ms. Sharma,Clinic,+91-7005368299,dist8540_patna@pharma.com,LIC148479
D08541,Dist8541_Mumbai,Mumbai,Mr./Ms. Iyer,Hospital,+91-7992478247,dist8541_mumbai@pharma.com,LIC113968
D08542,Dist8542_Patna,Patna,Mr./Ms. Gupta,Retailer,+91-8609674557,dist8542_patna@pharma.com,LIC155350
D08543,Dist8543_Hyderabad,Hyderabad,Mr./Ms. Singh,Wholesaler,+91-8149583522,dist8543_hyderabad@pharma.com,LIC169083
D08544,Dist8544_Ahmedabad,Ahmedabad,Mr./Ms. Kumar,Clinic,+91-9925808427,dist8544_ahmedabad@pharma.com,LIC383082
D08545,Dist8545_Chandigarh,Chandigarh,Mr./Ms. Patel,Retailer,+91-7850220038,dist8545_chandigarh@pharma.com,LIC682609
D08546,Dist8546_Pune,Pune,Mr./Ms. Gupta,Clinic,+91-9785579456,dist8546_pune@pharma.com,LIC932429
D08547,Dist8547_Ahmedabad,Ahmedabad,Mr./Ms. Kumar,Clinic,+91-9991471383,dist8547_ahmedabad@pharma.com,LIC537147
D08548,Dist8548_Bangalore,Bangalore,Mr./Ms. Kumar,Clinic,+91-8426585084,dist8548_bangalore@pharma.com,LIC743157
D08549,Dist8549_Chennai,Chennai,Mr./Ms. Patel,Wholesaler,+91-8236301827,dist8549_chennai@pharma.com,LIC713777
D08550,Dist8550_Bhopal,Bhopal,Mr./Ms. Gupta,Retailer,+91-9918044266,dist8550_bhopal@pharma.com,LIC836400
D08551,Dist8551_Bangalore,Bangalore,Mr./Ms. Kumar,Hospital,+91-9253401124,dist8551_bangalore@pharma.com,LIC629158
D08552,Dist8552_Kochi,Kochi,Mr./Ms. Gupta,Hospital,+91-9831432753,dist8552_kochi@pharma.com,LIC405510
D08553,Dist8553_Mumbai,Mumbai,Mr./Ms. Patel,Wholesaler,+91-7401267490,dist8553_mumbai@pharma.com,LIC881500
D08554,Dist8554_Delhi,Delhi,Mr./Ms. Mehta,Clinic,+91-9792714270,dist8554_delhi@pharma.com,LIC748390
D08555,Dist8555_Patna,Patna,Mr./Ms. Gupta,Hospital,+91-8436829979,dist8555_patna@pharma.com,LIC999484
D08556,Dist8556_Delhi,Delhi,Mr./Ms. Iyer,Wholesaler,+91-9680906087,dist8556_delhi@pharma.com,LIC705436
D08557,Dist8557_Chennai,Chennai,Mr./Ms. Patel,Clinic,+91-8255093115,dist8557_chennai@pharma.com,LIC858195
D08558,Dist8558_Mumbai,Mumbai,Mr./Ms. Mehta,Retailer,+91-9594611426,dist8558_mumbai@pharma.com,LIC197434
D08559,Dist8559_Mumbai,Mumbai,Mr./Ms. Sharma,Retailer,+91-8409250258,dist8559_mumbai@pharma.com,LIC863529
D08560,Dist8560_Patna,Patna,Mr./Ms. Iyer,Clinic,+91-9480948292,dist8560_patna@pharma.com,LIC751373
D08561,Dist8561_Chennai,Chennai,Mr./Ms. Gupta,Hospital,+91-8775053916,dist8561_chennai@pharma.com,LIC112207
D08562,Dist8562_Patna,Patna,Mr./Ms. Iyer,Hospital,+91-9661875290,dist8562_patna@pharma.com,LIC234727
D08563,Dist8563_Bangalore,Bangalore,Mr./Ms. Kumar,Clinic,+91-7585335460,dist8563_bangalore@pharma.com,LIC693559
D08564,Dist8564_Patna,Patna,Mr./Ms. Sharma,Clinic,+91-7417498721,dist8564_patna@pharma.com,LIC929707
D08565,Dist8565_Chennai,Chennai,Mr./Ms. Patel,Retailer,+91-9671708595,dist8565_chennai@pharma.com,LIC245015
D08566,Dist8566_Lucknow,Lucknow,Mr./Ms. Sharma,Hospital,+91-7065871129,dist8566_lucknow@pharma.com,LIC402919
D08567,Dist8567_Delhi,Delhi,Mr./Ms. Kumar,Retailer,+91-9920114131,dist8567_delhi@pharma.com,LIC982280
D08568,Dist8568_Lucknow,Lucknow,Mr./Ms. Singh,Hospital,+91-7967902650,dist8568_lucknow@pharma.com,LIC205299
D08569,Dist8569_Kochi,Kochi,Mr./Ms. Kumar,Clinic,+91-8640216630,dist8569_kochi@pharma.com,LIC185812
D08570,Dist8570_Kolkata,Kolkata,Mr./Ms. Gupta,Clinic,+91-7783703757,dist8570_kolkata@pharma.com,LIC857660
D08571,Dist8571_Hyderabad,Hyderabad,Mr./Ms. Mehta,Wholesaler,+91-8636898324,dist8571_hyderabad@pharma.com,LIC816392
D08572,Dist8572_Lucknow,Lucknow,Mr./Ms. Reddy,Retailer,+91-8960958445,dist8572_lucknow@pharma.com,LIC665263
D08573,Dist8573_Indore,Indore,Mr./Ms. Sharma,Clinic,+91-9424992140,dist8573_indore@pharma.com,LIC569029
D08574,Dist8574_Chandigarh,Chandigarh,Mr./Ms. Iyer,Clinic,+91-8336789320,dist8574_chandigarh@pharma.com,LIC388055
D08575,Dist8575_Ahmedabad,Ahmedabad,Mr./Ms. Kumar,Clinic,+91-7610155515,dist8575_ahmedabad@pharma.com,LIC237089
D08576,Dist8576_Ahmedabad,Ahmedabad,Mr./Ms. Gupta,Wholesaler,+91-9895554110,dist8576_ahmedabad@pharma.com,LIC514910
D08577,Dist8577_Lucknow,Lucknow,Mr./Ms. Gupta,Retailer,+91-7096588331,dist8577_lucknow@pharma.com,LIC127002
D08578,Dist8578_Jaipur,Jaipur,Mr./Ms. Iyer,Clinic,+91-9454866474,dist8578_jaipur@pharma.com,LIC294229
D08579,Dist8579_Bangalore,Bangalore,Mr./Ms. Iyer,Hospital,+91-7200412251,dist8579_bangalore@pharma.com,LIC133837
D08580,Dist8580_Kochi,Kochi,Mr./Ms. Iyer,Clinic,+91-9100731009,dist8580_kochi@pharma.com,LIC462343
D08581,Dist8581_Bhopal,Bhopal,Mr./Ms. Reddy,Retailer,+91-7000781114,dist8581_bhopal@pharma.com,LIC992164
D08582,Dist8582_Pune,Pune,Mr./Ms. Sharma,Hospital,+91-8889073890,dist8582_pune@pharma.com,LIC768258
D08583,Dist8583_Delhi,Delhi,Mr./Ms. Sharma,Wholesaler,+91-8802015763,dist8583_delhi@pharma.com,LIC812040
D08584,Dist8584_Kochi,Kochi,Mr./Ms. Reddy,Retailer,+91-7522520339,dist8584_kochi@pharma.com,LIC742337
D08585,Dist8585_Delhi,Delhi,Mr./Ms. Iyer,Clinic,+91-9523389045,dist8585_delhi@pharma.com,LIC538708
D08586,Dist8586_Jaipur,Jaipur,Mr./Ms. Mehta,Clinic,+91-7690648625,dist8586_jaipur@pharma.com,LIC448092
D08587,Dist8587_Ahmedabad,Ahmedabad,Mr./Ms. Singh,Hospital,+91-9696149425,dist8587_ahmedabad@pharma.com,LIC403972
D08588,Dist8588_Bhopal,Bhopal,Mr./Ms. Iyer,Wholesaler,+91-9916886165,dist8588_bhopal@pharma.com,LIC740109
D08589,Dist8589_Ahmedabad,Ahmedabad,Mr./Ms. Gupta,Wholesaler,+91-9794723428,dist8589_ahmedabad@pharma.com,LIC324338
D08590,Dist8590_Kolkata,Kolkata,Mr./Ms. Mehta,Retailer,+91-7173855279,dist8590_kolkata@pharma.com,LIC854906
D08591,Dist8591_Delhi,Delhi,Mr./Ms. Kumar,Hospital,+91-7366114051,dist8591_delhi@pharma.com,LIC858695
D08592,Dist8592_Jaipur,Jaipur,Mr./Ms. Mehta,Hospital,+91-9395285098,dist8592_jaipur@pharma.com,LIC233379
D08593,Dist8593_Delhi,Delhi,Mr./Ms. Kumar,Hospital,+91-9199889429,dist8593_delhi@pharma.com,LIC681734
D08594,Dist8594_Ahmedabad,Ahmedabad,Mr./Ms. Sharma,Retailer,+91-9002494706,dist8594_ahmedabad@pharma.com,LIC816786
D08595,Dist8595_Mumbai,Mumbai,Mr./Ms. Reddy,Clinic,+91-8989026058,dist8595_mumbai@pharma.com,LIC825735
D08596,Dist8596_Jaipur,Jaipur,Mr./Ms. Reddy,Clinic,+91-9504142894,dist8596_jaipur@pharma.com,LIC552208
D08597,Dist8597_Kochi,Kochi,Mr./Ms. Reddy,Retailer,+91-8237118418,dist8597_kochi@pharma.com,LIC555872
D08598,Dist8598_Jaipur,Jaipur,Mr./Ms. Kumar,Hospital,+91-8381734023,dist8598_jaipur@pharma.com,LIC670800
D08599,Dist8599_Ahmedabad,Ahmedabad,Mr./Ms. Sharma,Hospital,+91-9995510499,dist8599_ahmedabad@pharma.com,LIC431683
D08600,Dist8600_Mumbai,Mumbai,Mr./Ms. Singh,Retailer,+91-9889345079,dist8600_mumbai@pharma.com,LIC967192
D08601,Dist8601_Patna,Patna,Mr./Ms. Sharma,Retailer,+91-7914633974,dist8601_patna@pharma.com,LIC750742
D08602,Dist8602_Bhopal,Bhopal,Mr./Ms. Iyer,Hospital,+91-9687825504,dist8602_bhopal@pharma.com,LIC160833
D08603,Dist8603_Kochi,Kochi,Mr./Ms. Reddy,Hospital,+91-9562309702,dist8603_kochi@pharma.com,LIC635978
D08604,Dist8604_Bhopal,Bhopal,Mr./Ms. Mehta,Clinic,+91-9638476164,dist8604_bhopal@pharma.com,LIC428733
D08605,Dist8605_Kolkata,Kolkata,Mr./Ms. Patel,Clinic,+91-8279998534,dist8605_kolkata@pharma.com,LIC484225
D08606,Dist8606_Pune,Pune,Mr./Ms. Iyer,Retailer,+91-8315919758,dist8606_pune@pharma.com,LIC658610
D08607,Dist8607_Kochi,Kochi,Mr./Ms. Gupta,Clinic,+91-8201186029,dist8607_kochi@pharma.com,LIC890631
D08608,Dist8608_Bangalore,Bangalore,Mr./Ms. Sharma,Clinic,+91-7307181225,dist8608_bangalore@pharma.com,LIC663255
D08609,Dist8609_Bangalore,Bangalore,Mr./Ms. Gupta,Wholesaler,+91-9934190607,dist8609_bangalore@pharma.com,LIC640420
D08610,Dist8610_Kochi,Kochi,Mr./Ms. Iyer,Clinic,+91-9616823101,dist8610_kochi@pharma.com,LIC123935
D08611,Dist8611_Patna,Patna,Mr./Ms. Patel,Wholesaler,+91-8692890891,dist8611_patna@pharma.com,LIC522052
D08612,Dist8612_Delhi,Delhi,Mr./Ms. Kumar,Wholesaler,+91-8871414844,dist8612_delhi@pharma.com,LIC364400
D08613,Dist8613_Lucknow,Lucknow,Mr./Ms. Kumar,Retailer,+91-7757399752,dist8613_lucknow@pharma.com,LIC969852
D08614,Dist8614_Bhopal,Bhopal,Mr./Ms. Mehta,Hospital,+91-9176731293,dist8614_bhopal@pharma.com,LIC523840
D08615,Dist8615_Chennai,Chennai,Mr./Ms. Singh,Clinic,+91-8523697024,dist8615_chennai@pharma.com,LIC712551
D08616,Dist8616_Bangalore,Bangalore,Mr./Ms. Iyer,Hospital,+91-8894343626,dist8616_bangalore@pharma.com,LIC598292
D08617,Dist8617_Delhi,Delhi,Mr./Ms. Gupta,Hospital,+91-7367677614,dist8617_delhi@pharma.com,LIC532510
D08618,Dist8618_Jaipur,Jaipur,Mr./Ms. Gupta,Wholesaler,+91-8059323122,dist8618_jaipur@pharma.com,LIC410342
D08619,Dist8619_Kolkata,Kolkata,Mr./Ms. Patel,Wholesaler,+91-8815746116,dist8619_kolkata@pharma.com,LIC537334
D08620,Dist8620_Indore,Indore,Mr./Ms. Sharma,Hospital,+91-7133597823,dist8620_indore@pharma.com,LIC987809
D08621,Dist8621_Lucknow,Lucknow,Mr./Ms. Iyer,Hospital,+91-8724079100,dist8621_lucknow@pharma.com,LIC171885
D08622,Dist8622_Kochi,Kochi,Mr./Ms. Gupta,Retailer,+91-7908573222,dist8622_kochi@pharma.com,LIC968584
D08623,Dist8623_Kochi,Kochi,Mr./Ms. Sharma,Clinic,+91-7253076718,dist8623_kochi@pharma.com,LIC646359
D08624,Dist8624_Mumbai,Mumbai,Mr./Ms. Kumar,Wholesaler,+91-8757329437,dist8624_mumbai@pharma.com,LIC575426
D08625,Dist8625_Chandigarh,Chandigarh,Mr./Ms. Kumar,Retailer,+91-8419587140,dist8625_chandigarh@pharma.com,LIC660922
D08626,Dist8626_Delhi,Delhi,Mr./Ms. Kumar,Clinic,+91-9508263598,dist8626_delhi@pharma.com,LIC852161
D08627,Dist8627_Ahmedabad,Ahmedabad,Mr./Ms. Patel,Retailer,+91-9285218149,dist8627_ahmedabad@pharma.com,LIC386615
D08628,Dist8628_Kolkata,Kolkata,Mr./Ms. Iyer,Wholesaler,+91-8644061932,dist8628_kolkata@pharma.com,LIC297610
D08629,Dist8629_Kochi,Kochi,Mr./Ms. Kumar,Wholesaler,+91-8747871701,dist8629_kochi@pharma.com,LIC872038
D08630,Dist8630_Hyderabad,Hyderabad,Mr./Ms. Sharma,Wholesaler,+91-8951447621,dist8630_hyderabad@pharma.com,LIC925077
D08631,Dist8631_Bangalore,Bangalore,Mr./Ms. Mehta,Hospital,+91-9981353172,dist8631_bangalore@pharma.com,LIC621210
D08632,Dist8632_Chandigarh,Chandigarh,Mr./Ms. Patel,Retailer,+91-9279871241,dist8632_chandigarh@pharma.com,LIC700836
D08633,Dist8633_Kolkata,Kolkata,Mr./Ms. Mehta,Clinic,+91-7418983923,dist8633_kolkata@pharma.com,LIC317843
D08634,Dist8634_Indore,Indore,Mr./Ms. Kumar,Retailer,+91-8584554085,dist8634_indore@pharma.com,LIC201513
D08635,Dist8635_Hyderabad,Hyderabad,Mr./Ms. Sharma,Retailer,+91-9649300645,dist8635_hyderabad@pharma.com,LIC235619
D08636,Dist8636_Patna,Patna,Mr./Ms. Mehta,Wholesaler,+91-8597003540,dist8636_patna@pharma.com,LIC698250
D08637,Dist8637_Chandigarh,Chandigarh,Mr./Ms. Mehta,Wholesaler,+91-9437839001,dist8637_chandigarh@pharma.com,LIC227576
D08638,Dist8638_Jaipur,Jaipur,Mr./Ms. Patel,Retailer,+91-8620381596,dist8638_jaipur@pharma.com,LIC397582
D08639,Dist8639_Hyderabad,Hyderabad,Mr./Ms. Singh,Clinic,+91-8227871773,dist8639_hyderabad@pharma.com,LIC504361
D08640,Dist8640_Jaipur,Jaipur,Mr./Ms. Sharma,Clinic,+91-8475281977,dist8640_jaipur@pharma.com,LIC156607
D08641,Dist8641_Bangalore,Bangalore,Mr./Ms. Patel,Wholesaler,+91-9411000149,dist8641_bangalore@pharma.com,LIC923786
D08642,Dist8642_Pune,Pune,Mr./Ms. Sharma,Retailer,+91-9046245499,dist8642_pune@pharma.com,LIC922598
D08643,Dist8643_Ahmedabad,Ahmedabad,Mr./Ms. Patel,Clinic,+91-7795012053,dist8643_ahmedabad@pharma.com,LIC594981
D08644,Dist8644_Kochi,Kochi,Mr./Ms. Gupta,Retailer,+91-7544568194,dist8644_kochi@pharma.com,LIC910884
D08645,Dist8645_Patna,Patna,Mr./Ms. Iyer,Clinic,+91-7166912113,dist8645_patna@pharma.com,LIC727873
D08646,Dist8646_Lucknow,Lucknow,Mr./Ms. Gupta,Wholesaler,+91-9035459558,dist8646_lucknow@pharma.com,LIC722909
D08647,Dist8647_Chennai,Chennai,Mr./Ms. Sharma,Hospital,+91-8426169876,dist8647_chennai@pharma.com,LIC545372
D08648,Dist8648_Jaipur,Jaipur,Mr./Ms. Kumar,Hospital,+91-8100304843,dist8648_jaipur@pharma.com,LIC803010
D08649,Dist8649_Indore,Indore,Mr./Ms. Iyer,Hospital,+91-7965929468,dist8649_indore@pharma.com,LIC908070
D08650,Dist8650_Bhopal,Bhopal,Mr./Ms. Reddy,Wholesaler,+91-7829902981,dist8650_bhopal@pharma.com,LIC725957
D08651,Dist8651_Indore,Indore,Mr./Ms. Reddy,Clinic,+91-8577977751,dist8651_indore@pharma.com,LIC768247
D08652,Dist8652_Ahmedabad,Ahmedabad,Mr./Ms. Reddy,Retailer,+91-7628116093,dist8652_ahmedabad@pharma.com,LIC680244
D08653,Dist8653_Kochi,Kochi,Mr./Ms. Kumar,Clinic,+91-8056664643,dist8653_kochi@pharma.com,LIC436173
D08654,Dist8654_Bhopal,Bhopal,Mr./Ms. Iyer,Hospital,+91-9872976499,dist8654_bhopal@pharma.com,LIC754976
D08655,Dist8655_Patna,Patna,Mr./Ms. Sharma,Retailer,+91-8414704351,dist8655_patna@pharma.com,LIC988066
D08656,Dist8656_Patna,Patna,Mr./Ms. Mehta,Retailer,+91-9654574878,dist8656_patna@pharma.com,LIC141691
D08657,Dist8657_Chennai,Chennai,Mr./Ms. Singh,Wholesaler,+91-8461757459,dist8657_chennai@pharma.com,LIC257401
D08658,Dist8658_Patna,Patna,Mr./Ms. Iyer,Hospital,+91-9116556538,dist8658_patna@pharma.com,LIC337949
D08659,Dist8659_Hyderabad,Hyderabad,Mr./Ms. Patel,Wholesaler,+91-9169351252,dist8659_hyderabad@pharma.com,LIC554966
D08660,Dist8660_Mumbai,Mumbai,Mr./Ms. Gupta,Clinic,+91-8974046962,dist8660_mumbai@pharma.com,LIC789703
D08661,Dist8661_Jaipur,Jaipur,Mr./Ms. Patel,Clinic,+91-7063794549,dist8661_jaipur@pharma.com,LIC693439
D08662,Dist8662_Lucknow,Lucknow,Mr./Ms. Patel,Clinic,+91-8411242213,dist8662_lucknow@pharma.com,LIC976280
D08663,Dist8663_Patna,Patna,Mr./Ms. Singh,Hospital,+91-9473582420,dist8663_patna@pharma.com,LIC356277
D08664,Dist8664_Pune,Pune,Mr./Ms. Reddy,Hospital,+91-9958393561,dist8664_pune@pharma.com,LIC417451
D08665,Dist8665_Delhi,Delhi,Mr./Ms. Singh,Hospital,+91-7099492875,dist8665_delhi@pharma.com,LIC112046
D08666,Dist8666_Kochi,Kochi,Mr./Ms. Patel,Clinic,+91-9910214172,dist8666_kochi@pharma.com,LIC973054
D08667,Dist8667_Pune,Pune,Mr./Ms. Patel,Clinic,+91-9066663696,dist8667_pune@pharma.com,LIC870464
D08668,Dist8668_Kolkata,Kolkata,Mr./Ms. Patel,Clinic,+91-8922881845,dist8668_kolkata@pharma.com,LIC259329
D08669,Dist8669_Hyderabad,Hyderabad,Mr./Ms. Iyer,Clinic,+91-8445519686,dist8669_hyderabad@pharma.com,LIC304276
D08670,Dist8670_Mumbai,Mumbai,Mr./Ms. Iyer,Retailer,+91-8627972795,dist8670_mumbai@pharma.com,LIC199871
D08671,Dist8671_Lucknow,Lucknow,Mr./Ms. Singh,Retailer,+91-9781747499,dist8671_lucknow@pharma.com,LIC842863
D08672,Dist8672_Hyderabad,Hyderabad,Mr./Ms. Iyer,Hospital,+91-8736391040,dist8672_hyderabad@pharma.com,LIC680792
D08673,Dist8673_Mumbai,Mumbai,Mr./Ms. Singh,Wholesaler,+91-7894962362,dist8673_mumbai@pharma.com,LIC261006
D08674,Dist8674_Pune,Pune,Mr./Ms. Reddy,Wholesaler,+91-8118319447,dist8674_pune@pharma.com,LIC941521
D08675,Dist8675_Kolkata,Kolkata,Mr./Ms. Iyer,Hospital,+91-7958379780,dist8675_kolkata@pharma.com,LIC868227
D08676,Dist8676_Kolkata,Kolkata,Mr./Ms. Mehta,Hospital,+91-9246655111,dist8676_kolkata@pharma.com,LIC386044
D08677,Dist8677_Delhi,Delhi,Mr./Ms. Singh,Clinic,+91-8992360573,dist8677_delhi@pharma.com,LIC827092
D08678,Dist8678_Ahmedabad,Ahmedabad,Mr./Ms. Gupta,Clinic,+91-9874031511,dist8678_ahmedabad@pharma.com,LIC798487
D08679,Dist8679_Lucknow,Lucknow,Mr./Ms. Reddy,Clinic,+91-9282996805,dist8679_lucknow@pharma.com,LIC795792
D08680,Dist8680_Bangalore,Bangalore,Mr./Ms. Gupta,Hospital,+91-7876094316,dist8680_bangalore@pharma.com,LIC861043
D08681,Dist8681_Chandigarh,Chandigarh,Mr./Ms. Reddy,Retailer,+91-7504103405,dist8681_chandigarh@pharma.com,LIC564731
D08682,Dist8682_Chennai,Chennai,Mr./Ms. Sharma,Hospital,+91-7572040419,dist8682_chennai@pharma.com,LIC190865
D08683,Dist8683_Bhopal,Bhopal,Mr./Ms. Patel,Wholesaler,+91-7552492025,dist8683_bhopal@pharma.com,LIC656326
D08684,Dist8684_Kolkata,Kolkata,Mr./Ms. Singh,Hospital,+91-8954099953,dist8684_kolkata@pharma.com,LIC823800
D08685,Dist8685_Pune,Pune,Mr./Ms. Mehta,Clinic,+91-7034735866,dist8685_pune@pharma.com,LIC520938
D08686,Dist8686_Bangalore,Bangalore,Mr./Ms. Sharma,Hospital,+91-8231323409,dist8686_bangalore@pharma.com,LIC793780
D08687,Dist8687_Chennai,Chennai,Mr./Ms. Kumar,Retailer,+91-7248514340,dist8687_chennai@pharma.com,LIC809316
D08688,Dist8688_Indore,Indore,Mr./Ms. Mehta,Wholesaler,+91-9593681545,dist8688_indore@pharma.com,LIC652586
D08689,Dist8689_Chandigarh,Chandigarh,Mr./Ms. Patel,Clinic,+91-7451587776,dist8689_chandigarh@pharma.com,LIC549765
D08690,Dist8690_Delhi,Delhi,Mr./Ms. Patel,Wholesaler,+91-8479574845,dist8690_delhi@pharma.com,LIC560643
D08691,Dist8691_Kolkata,Kolkata,Mr./Ms. Patel,Retailer,+91-7952451580,dist8691_kolkata@pharma.com,LIC121589
D08692,Dist8692_Chennai,Chennai,Mr./Ms. Gupta,Wholesaler,+91-8245057237,dist8692_chennai@pharma.com,LIC438125
D08693,Dist8693_Ahmedabad,Ahmedabad,Mr./Ms. Patel,Hospital,+91-8230245707,dist8693_ahmedabad@pharma.com,LIC857837
D08694,Dist8694_Bangalore,Bangalore,Mr./Ms. Sharma,Wholesaler,+91-7492716448,dist8694_bangalore@pharma.com,LIC332620
D08695,Dist8695_Hyderabad,Hyderabad,Mr./Ms. Kumar,Hospital,+91-9349191015,dist8695_hyderabad@pharma.com,LIC800900
D08696,Dist8696_Ahmedabad,Ahmedabad,Mr./Ms. Iyer,Wholesaler,+91-7835585209,dist8696_ahmedabad@pharma.com,LIC930930
D08697,Dist8697_Delhi,Delhi,Mr./Ms. Singh,Retailer,+91-9507150217,dist8697_delhi@pharma.com,LIC692059
D08698,Dist8698_Mumbai,Mumbai,Mr./Ms. Gupta,Hospital,+91-9825519568,dist8698_mumbai@pharma.com,LIC858687
D08699,Dist8699_Indore,Indore,Mr./Ms. Patel,Retailer,+91-9840298498,dist8699_indore@pharma.com,LIC497953
D08700,Dist8700_Bhopal,Bhopal,Mr./Ms. Iyer,Clinic,+91-7368270031,dist8700_bhopal@pharma.com,LIC722251
